user,first_open,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,enrolled_date,liked
176013,2013-02-27 22:28:58,2,22:00:00,38,15,0,0,1,2013-04-14 16:49:48,0
155714,2013-05-30 18:06:35,3,18:00:00,31,30,0,1,1,2013-06-07 23:01:28,0
14885,2013-02-14 00:51:44,3,00:00:00,24,14,0,0,0,,0
210800,2013-05-17 17:27:24,4,17:00:00,36,45,0,0,1,2013-05-17 17:29:26,0
125490,2013-05-24 18:18:26,4,18:00:00,32,22,0,1,0,,0
234652,2013-02-03 23:53:14,6,23:00:00,48,35,0,0,1,2013-02-03 23:54:44,0
264261,2012-12-27 00:36:30,3,00:00:00,36,5,0,0,0,,0
291658,2013-02-26 06:49:53,1,06:00:00,28,6,0,0,1,2013-03-13 03:42:23,0
164680,2012-12-08 12:15:01,5,12:00:00,24,31,0,0,1,2012-12-08 12:16:46,0
258471,2013-03-05 22:56:58,1,22:00:00,33,26,0,0,1,2013-03-07 13:54:44,0
273137,2013-01-21 23:40:35,0,23:00:00,32,35,0,0,0,,1
133591,2013-07-03 18:17:00,2,18:00:00,30,7,0,0,0,,0
233981,2013-02-10 21:06:46,6,21:00:00,25,70,0,0,1,2013-02-10 21:13:46,0
234257,2013-03-30 22:01:46,5,22:00:00,25,24,0,0,1,2013-03-30 22:04:39,0
11314,2013-05-30 15:05:18,3,15:00:00,21,20,0,1,0,,0
291135,2013-07-05 06:57:00,4,06:00:00,28,36,0,0,1,2013-07-05 06:58:59,1
139642,2013-01-31 12:38:56,3,12:00:00,24,12,0,0,1,2013-02-08 15:35:10,0
298694,2012-12-05 06:39:21,2,06:00:00,21,35,0,0,1,2012-12-05 06:40:05,0
220137,2013-06-10 13:33:34,0,13:00:00,23,2,0,0,0,,1
139376,2013-02-01 18:03:22,4,18:00:00,45,4,0,1,0,,0
200583,2013-04-05 07:21:38,4,07:00:00,19,23,0,1,1,2013-04-05 07:24:31,1
10490,2012-11-24 22:15:53,5,22:00:00,49,7,0,0,0,,0
180027,2012-11-23 00:10:19,4,00:00:00,29,35,0,0,0,,0
134575,2013-06-19 14:59:20,2,14:00:00,32,12,0,0,1,2013-06-20 12:54:56,0
29093,2013-02-02 08:34:29,5,08:00:00,19,32,0,0,1,2013-02-02 08:36:33,0
152130,2013-03-28 16:34:35,3,16:00:00,23,5,0,0,1,2013-03-28 17:37:56,0
363188,2013-03-20 19:22:41,2,19:00:00,44,3,0,0,0,,0
215646,2013-04-13 05:45:52,5,05:00:00,19,4,0,0,1,2013-04-18 06:41:43,0
43178,2013-03-16 16:31:29,5,16:00:00,21,15,0,0,1,2013-03-16 17:30:14,1
294041,2013-07-03 19:09:53,2,19:00:00,36,18,0,0,1,2013-07-03 19:13:18,0
276988,2013-05-06 11:29:01,0,11:00:00,22,14,0,0,1,2013-05-24 12:24:28,0
56814,2013-03-31 17:17:10,6,17:00:00,30,19,0,1,1,2013-03-31 17:22:46,0
279231,2013-05-28 18:56:41,1,18:00:00,27,21,0,0,1,2013-05-28 18:57:39,0
243532,2013-02-09 03:36:22,5,03:00:00,37,17,0,0,0,,0
31782,2013-02-12 11:02:09,1,11:00:00,34,21,0,0,0,,0
191040,2013-05-31 22:27:11,4,22:00:00,31,38,0,0,0,,0
40899,2013-02-28 01:08:38,3,01:00:00,33,17,0,0,1,2013-03-03 01:35:38,1
52440,2013-02-27 21:40:06,2,21:00:00,23,31,0,0,1,2013-06-08 15:50:50,0
65208,2013-04-06 16:07:06,5,16:00:00,40,18,0,0,1,2013-04-06 16:09:38,0
99531,2013-05-09 04:53:23,3,04:00:00,23,26,0,0,1,2013-05-09 05:34:07,0
365424,2013-01-11 07:02:34,4,07:00:00,44,18,0,0,0,,1
361939,2013-04-04 19:10:44,3,19:00:00,30,5,0,0,1,2013-04-04 19:23:43,0
334035,2012-12-24 08:17:37,0,08:00:00,25,29,0,1,1,2013-03-06 04:45:27,0
152506,2013-06-07 17:20:03,4,17:00:00,54,12,0,0,0,,1
320703,2012-12-27 18:44:31,3,18:00:00,28,8,0,0,0,,1
37397,2013-06-25 19:44:23,1,19:00:00,21,18,0,0,1,2013-06-25 19:49:10,0
368654,2013-01-25 17:30:24,4,17:00:00,48,1,0,0,1,2013-05-28 16:50:26,0
295206,2012-12-18 13:41:36,1,13:00:00,28,13,0,0,0,,0
367769,2013-03-07 14:01:20,3,14:00:00,48,19,0,0,1,2013-03-07 14:08:06,1
264623,2012-12-21 20:28:06,4,20:00:00,32,2,0,0,0,,0
26230,2012-12-09 17:46:20,6,17:00:00,34,6,0,0,0,,0
223742,2013-05-09 12:08:32,3,12:00:00,29,24,0,0,1,2013-05-09 12:14:48,0
3456,2012-12-04 19:52:30,1,19:00:00,37,15,0,0,1,2013-01-31 18:43:07,0
144544,2013-04-14 13:01:42,6,13:00:00,24,8,1,0,1,2013-04-23 14:31:20,0
238887,2013-06-30 01:30:33,6,01:00:00,23,12,0,0,1,2013-07-01 22:53:32,0
43166,2013-06-01 11:55:23,5,11:00:00,42,5,1,0,0,,1
180592,2013-05-14 12:48:06,1,12:00:00,43,19,1,1,1,2013-06-24 15:43:17,0
234228,2013-06-09 04:17:27,6,04:00:00,19,18,0,0,1,2013-06-09 04:18:52,0
125782,2013-06-07 11:40:26,4,11:00:00,25,16,0,0,0,,0
299901,2013-05-31 12:37:24,4,12:00:00,41,25,0,0,1,2013-05-31 12:47:27,1
287225,2013-04-20 02:24:30,5,02:00:00,24,17,0,0,1,2013-04-20 02:26:11,1
62038,2012-12-13 18:11:25,3,18:00:00,22,6,0,0,0,,0
100262,2013-04-13 23:00:24,5,23:00:00,20,19,1,0,1,2013-04-13 23:03:21,1
188136,2013-07-02 09:49:24,1,09:00:00,33,37,0,0,1,2013-07-02 09:54:47,0
178384,2012-12-08 22:04:09,5,22:00:00,45,1,0,0,1,2012-12-08 22:27:21,0
21354,2012-11-28 04:45:00,2,04:00:00,23,91,0,0,0,,0
72139,2013-02-05 19:19:08,1,19:00:00,18,7,0,0,0,,0
127441,2013-03-18 15:01:43,0,15:00:00,52,11,0,0,0,,0
39688,2013-06-28 07:47:37,4,07:00:00,27,18,1,0,1,2013-06-28 08:02:57,1
73383,2013-02-17 15:36:58,6,15:00:00,42,13,0,0,1,2013-02-17 15:44:23,0
108600,2013-06-10 03:00:12,0,03:00:00,26,27,0,0,1,2013-06-25 20:53:30,0
179853,2013-04-11 19:09:55,3,19:00:00,22,11,0,0,1,2013-04-11 19:11:06,0
222755,2013-04-17 02:07:37,2,02:00:00,19,50,0,0,1,2013-04-17 02:24:17,0
6843,2013-04-16 09:07:25,1,09:00:00,31,28,0,0,1,2013-04-16 18:09:59,0
157138,2013-03-04 18:43:11,0,18:00:00,29,14,0,0,1,2013-03-08 01:18:04,0
202069,2013-02-05 14:54:23,1,14:00:00,36,18,0,0,1,2013-02-05 14:54:40,0
157801,2013-05-15 14:18:52,2,14:00:00,21,32,0,0,0,,1
310208,2013-03-03 20:04:27,6,20:00:00,29,16,0,0,1,2013-03-03 20:34:09,0
117663,2012-12-03 18:19:43,0,18:00:00,26,19,0,0,0,,0
23304,2013-06-21 21:04:57,4,21:00:00,19,16,0,0,1,2013-06-21 21:10:33,0
275306,2013-02-01 01:59:41,4,01:00:00,38,13,0,0,1,2013-02-03 15:33:14,0
4566,2013-05-09 16:10:47,3,16:00:00,50,14,0,0,1,2013-05-09 16:12:11,0
285722,2013-06-29 15:08:12,5,15:00:00,48,17,0,0,1,2013-06-29 15:11:36,0
66876,2013-05-29 15:11:09,2,15:00:00,41,27,1,1,1,2013-05-29 15:14:18,0
154816,2013-06-17 20:30:17,0,20:00:00,38,5,0,0,0,,0
349808,2013-05-25 18:17:07,5,18:00:00,29,18,0,1,0,,0
358254,2013-01-21 14:59:05,0,14:00:00,39,8,0,0,1,2013-05-19 05:33:07,0
331289,2013-05-23 12:03:49,3,12:00:00,36,29,0,0,1,2013-05-23 12:05:38,0
123730,2013-05-30 14:40:33,3,14:00:00,23,13,0,0,1,2013-05-30 14:42:14,1
157603,2013-02-25 13:03:08,0,13:00:00,52,2,0,0,1,2013-02-25 13:59:59,0
282864,2012-12-20 04:23:26,3,04:00:00,23,9,0,0,0,,0
89841,2013-04-22 02:24:36,0,02:00:00,41,38,1,0,0,,0
93282,2013-01-05 07:22:49,5,07:00:00,53,19,0,0,1,2013-02-06 08:25:44,1
49007,2013-02-23 13:31:08,5,13:00:00,25,17,0,1,1,2013-02-23 14:17:37,0
312260,2013-01-18 20:14:32,4,20:00:00,30,39,0,0,1,2013-01-18 20:16:54,0
264310,2012-12-23 06:17:02,6,06:00:00,30,35,1,1,0,,1
365297,2013-04-29 03:47:50,0,03:00:00,30,3,0,0,0,,0
167545,2013-03-30 19:00:17,5,19:00:00,32,52,0,0,1,2013-03-30 19:01:03,0
131809,2013-05-07 20:35:30,1,20:00:00,28,34,0,0,1,2013-05-07 20:38:45,0
190903,2013-02-16 17:39:08,5,17:00:00,27,47,0,0,1,2013-02-16 17:40:47,1
118305,2013-07-07 23:45:16,6,23:00:00,24,2,0,0,0,,0
85944,2013-06-20 19:19:31,3,19:00:00,31,18,0,0,1,2013-06-20 19:22:09,1
110717,2013-01-27 14:40:57,6,14:00:00,32,49,0,0,1,2013-01-27 14:53:14,0
195570,2012-11-27 17:06:24,1,17:00:00,32,16,0,0,0,,0
340470,2013-02-04 23:24:26,0,23:00:00,24,13,0,0,1,2013-02-04 23:30:03,0
357889,2013-03-10 08:07:03,6,08:00:00,56,13,0,0,0,,0
201963,2013-03-22 16:19:52,4,16:00:00,34,78,0,0,1,2013-03-22 16:21:09,0
303673,2013-03-17 20:04:31,6,20:00:00,20,29,0,0,1,2013-03-17 20:06:28,0
219965,2013-05-15 20:03:44,2,20:00:00,38,11,0,0,0,,0
345972,2013-07-06 19:18:13,5,19:00:00,35,15,0,0,1,2013-07-06 19:20:38,0
16643,2013-05-29 16:08:30,2,16:00:00,40,11,1,0,1,2013-05-29 16:40:14,0
100447,2013-06-18 03:43:33,1,03:00:00,21,15,0,0,0,,0
56452,2013-02-13 22:34:56,2,22:00:00,25,12,0,0,1,2013-02-13 22:36:27,0
369152,2013-04-28 15:31:00,6,15:00:00,32,17,0,0,0,,1
103335,2013-07-01 01:42:46,0,01:00:00,20,55,0,1,0,,1
243912,2013-01-24 21:38:06,3,21:00:00,35,30,0,1,1,2013-01-24 21:54:18,0
41627,2013-05-04 18:23:27,5,18:00:00,23,2,0,0,1,2013-05-04 18:40:18,0
105567,2013-03-28 18:38:57,3,18:00:00,20,15,0,0,1,2013-04-05 19:07:05,0
157639,2013-04-02 17:56:00,1,17:00:00,32,5,0,0,1,2013-04-02 18:19:27,1
36057,2013-03-29 20:57:22,4,20:00:00,31,9,0,0,0,,0
6193,2013-06-24 16:35:11,0,16:00:00,35,18,0,0,1,2013-06-24 16:39:18,1
68630,2013-01-12 22:42:29,5,22:00:00,32,19,0,0,0,,0
321295,2013-06-28 17:43:11,4,17:00:00,44,1,0,0,0,,1
145810,2013-05-17 19:31:32,4,19:00:00,35,5,1,1,0,,0
187897,2013-06-22 14:17:18,5,14:00:00,74,4,0,0,0,,1
167139,2013-05-26 19:53:39,6,19:00:00,19,15,0,0,0,,1
98590,2012-12-25 19:51:24,1,19:00:00,26,9,1,0,1,2013-03-28 02:12:51,0
75686,2013-05-16 01:51:40,3,01:00:00,53,32,0,0,1,2013-05-16 01:53:40,0
269903,2013-04-29 20:35:37,0,20:00:00,57,9,0,0,1,2013-04-29 20:42:55,0
10005,2013-04-15 18:25:39,0,18:00:00,55,9,1,0,0,,0
192612,2013-01-10 20:37:39,3,20:00:00,20,26,0,1,1,2013-01-10 20:41:10,0
255768,2012-12-25 11:48:21,1,11:00:00,40,18,0,0,1,2012-12-25 11:49:36,0
20496,2012-11-27 17:53:00,1,17:00:00,23,18,0,0,0,,0
158914,2013-01-26 17:30:51,5,17:00:00,35,4,1,0,1,2013-03-07 00:25:22,0
51920,2013-03-28 10:09:17,3,10:00:00,22,17,0,0,1,2013-03-28 10:12:45,0
334093,2013-03-26 03:50:47,1,03:00:00,32,22,1,1,1,2013-03-26 04:03:30,0
113058,2013-01-26 20:48:12,5,20:00:00,20,66,0,1,0,,0
344861,2012-12-04 18:01:38,1,18:00:00,49,7,1,0,1,2013-05-18 11:15:25,0
219418,2013-03-03 00:25:24,6,00:00:00,27,4,0,0,1,2013-03-03 08:12:41,0
177477,2012-12-02 01:45:18,6,01:00:00,27,18,0,0,1,2012-12-02 01:48:10,0
282048,2013-01-25 20:36:45,4,20:00:00,40,35,0,0,0,,0
42948,2013-05-26 05:58:30,6,05:00:00,26,47,0,0,1,2013-05-26 06:05:35,0
88378,2013-03-18 17:24:37,0,17:00:00,43,27,0,0,1,2013-03-18 17:29:20,0
121555,2013-04-20 15:42:04,5,15:00:00,22,13,0,0,1,2013-04-20 21:50:42,0
268365,2013-06-09 09:29:07,6,09:00:00,23,10,0,0,0,,0
235566,2013-01-05 21:42:50,5,21:00:00,37,12,0,0,0,,0
102161,2013-05-01 16:15:55,2,16:00:00,46,14,1,0,1,2013-05-10 12:37:05,0
188265,2012-11-30 16:54:58,4,16:00:00,32,16,1,0,0,,1
106604,2012-12-16 11:40:28,6,11:00:00,19,32,0,0,0,,0
220653,2013-06-05 22:04:53,2,22:00:00,30,6,0,0,0,,1
258339,2013-03-12 15:48:07,1,15:00:00,27,16,0,0,1,2013-03-12 15:50:25,0
234173,2013-02-13 11:36:42,2,11:00:00,29,28,0,0,1,2013-02-15 22:12:02,0
146375,2013-07-02 17:58:24,1,17:00:00,40,15,0,0,0,,0
367043,2013-04-26 15:00:33,4,15:00:00,32,27,0,0,1,2013-04-26 15:10:00,0
18882,2012-12-29 14:53:56,5,14:00:00,35,13,0,0,1,2012-12-30 02:56:16,0
60869,2013-04-08 12:15:26,0,12:00:00,18,4,1,0,1,2013-04-08 13:15:18,0
206115,2013-07-08 14:57:19,0,14:00:00,22,48,0,0,1,2013-07-08 15:04:36,1
136961,2013-01-27 14:43:20,6,14:00:00,36,26,0,0,1,2013-01-27 14:48:44,1
13510,2013-06-25 23:09:40,1,23:00:00,28,24,0,0,1,2013-06-25 23:17:21,0
160365,2013-02-05 02:06:54,1,02:00:00,37,25,0,0,1,2013-02-05 02:10:32,0
107239,2012-12-20 17:49:03,3,17:00:00,70,3,0,0,0,,0
77873,2012-12-04 10:08:01,1,10:00:00,25,44,0,0,1,2012-12-04 10:18:02,0
365128,2012-12-31 18:53:44,0,18:00:00,34,4,1,0,1,2012-12-31 19:11:05,0
148518,2013-06-15 23:38:34,5,23:00:00,30,7,1,1,1,2013-06-15 23:38:57,0
49055,2013-03-02 02:15:26,5,02:00:00,35,13,0,1,1,2013-03-02 02:21:09,1
91170,2013-01-29 17:58:55,1,17:00:00,21,6,0,0,0,,0
231057,2012-12-23 20:24:27,6,20:00:00,26,6,0,1,0,,0
27311,2013-03-11 23:16:50,0,23:00:00,62,15,0,0,1,2013-03-11 23:20:57,0
74680,2013-07-08 05:45:09,0,05:00:00,25,22,0,0,1,2013-07-08 05:48:48,0
61706,2012-12-10 02:54:33,0,02:00:00,21,19,0,0,1,2012-12-10 02:56:49,0
55416,2013-03-31 22:01:33,6,22:00:00,23,15,0,0,1,2013-04-20 00:12:39,1
309435,2013-03-13 22:49:55,2,22:00:00,22,18,0,0,1,2013-04-14 13:42:46,0
361118,2013-05-26 19:46:08,6,19:00:00,24,4,0,0,0,,0
240814,2013-03-25 13:46:53,0,13:00:00,33,24,0,0,1,2013-03-25 16:24:50,0
205449,2013-05-25 04:55:21,5,04:00:00,28,10,0,0,1,2013-05-25 04:56:40,0
333655,2013-04-27 18:13:05,5,18:00:00,22,15,1,0,1,2013-05-15 23:16:30,0
169531,2013-05-27 03:51:58,0,03:00:00,25,6,0,0,1,2013-05-27 03:56:53,0
157568,2012-12-19 16:26:09,2,16:00:00,50,32,0,0,1,2012-12-19 16:32:02,0
308870,2013-06-11 00:25:06,1,00:00:00,19,41,0,0,1,2013-06-11 00:32:37,0
174701,2013-07-06 22:57:44,5,22:00:00,51,15,0,1,1,2013-07-06 22:58:15,0
320126,2013-05-11 03:19:31,5,03:00:00,27,36,0,0,1,2013-06-16 17:12:21,0
6829,2013-03-24 15:51:36,6,15:00:00,22,11,0,0,0,,0
322296,2013-03-22 10:12:51,4,10:00:00,39,4,0,0,1,2013-04-08 15:41:05,0
133156,2013-04-01 15:08:54,0,15:00:00,27,10,0,0,1,2013-04-01 15:11:30,0
180356,2013-06-22 00:00:13,5,00:00:00,19,8,0,1,1,2013-06-22 01:10:53,0
183279,2013-07-03 12:18:44,2,12:00:00,59,11,0,0,0,,1
339441,2013-05-16 22:12:04,3,22:00:00,25,46,0,0,0,,0
66633,2013-01-04 04:59:18,4,04:00:00,24,30,0,0,1,2013-01-04 05:00:18,0
190774,2013-02-21 23:44:27,3,23:00:00,48,36,0,0,1,2013-02-22 00:04:06,0
39377,2013-06-09 17:43:50,6,17:00:00,18,14,0,0,0,,0
64744,2013-03-08 19:15:55,4,19:00:00,47,8,0,0,1,2013-03-08 20:46:33,0
43214,2013-03-06 03:20:29,2,03:00:00,26,22,0,0,0,,0
67868,2013-05-08 15:53:24,2,15:00:00,18,42,0,1,1,2013-05-08 15:55:53,0
253586,2013-05-25 21:10:39,5,21:00:00,21,57,0,1,1,2013-05-25 21:11:16,0
179188,2013-04-30 17:27:32,1,17:00:00,49,13,0,1,0,,0
223262,2013-01-29 14:24:17,1,14:00:00,65,3,0,0,0,,0
197327,2013-07-04 20:55:47,3,20:00:00,40,34,0,0,0,,0
115126,2013-04-07 15:30:11,6,15:00:00,24,19,0,0,1,2013-04-07 16:29:25,0
217052,2013-02-26 21:15:22,1,21:00:00,22,7,0,0,0,,0
174488,2013-05-14 14:33:51,1,14:00:00,33,30,0,1,0,,0
157668,2013-05-09 18:36:25,3,18:00:00,24,29,0,0,1,2013-05-09 18:40:47,0
8638,2013-03-06 19:30:57,2,19:00:00,41,18,0,0,1,2013-03-06 19:32:25,0
242149,2013-06-07 05:14:38,4,05:00:00,27,13,0,0,0,,0
8000,2013-02-09 03:55:56,5,03:00:00,25,33,0,0,1,2013-02-09 04:00:42,0
78375,2012-12-31 17:24:57,0,17:00:00,28,2,0,0,0,,0
59867,2013-01-14 10:36:01,0,10:00:00,26,4,0,0,1,2013-01-20 20:59:12,1
154095,2012-12-09 21:39:12,6,21:00:00,65,1,0,0,0,,1
147839,2013-07-02 23:11:00,1,23:00:00,60,2,0,0,0,,0
320377,2013-05-12 23:40:29,6,23:00:00,29,8,0,1,1,2013-05-12 23:43:04,0
281006,2013-01-16 04:46:13,2,04:00:00,29,16,0,0,1,2013-01-16 04:48:28,0
238968,2012-11-26 21:11:32,0,21:00:00,29,5,0,0,1,2013-05-01 23:26:20,1
272698,2013-05-02 03:52:32,3,03:00:00,25,25,0,0,1,2013-06-25 12:54:00,0
336418,2013-05-12 04:01:48,6,04:00:00,44,20,0,0,1,2013-05-26 22:12:26,1
250932,2013-02-10 15:50:24,6,15:00:00,26,14,0,0,1,2013-02-10 15:52:21,0
38358,2013-03-18 03:56:18,0,03:00:00,64,22,0,0,1,2013-03-18 12:17:00,0
304429,2013-03-11 11:26:13,0,11:00:00,19,30,0,0,1,2013-03-11 11:29:25,1
231577,2013-05-16 01:44:11,3,01:00:00,30,23,0,0,1,2013-05-16 01:47:00,0
43869,2013-05-12 12:10:09,6,12:00:00,21,21,0,1,1,2013-05-12 12:15:43,0
47256,2013-03-23 02:09:53,5,02:00:00,22,22,0,1,1,2013-04-06 02:19:58,1
233051,2013-06-14 11:18:16,4,11:00:00,24,48,0,0,1,2013-06-14 11:29:13,0
95460,2013-02-25 18:39:53,0,18:00:00,27,41,0,0,1,2013-02-25 18:45:05,1
91230,2013-06-28 21:21:25,4,21:00:00,27,7,0,0,0,,0
120168,2013-02-28 01:54:26,3,01:00:00,35,37,1,0,1,2013-03-01 05:53:01,0
150760,2013-02-25 21:36:51,0,21:00:00,35,8,0,0,0,,0
353775,2012-12-20 07:38:31,3,07:00:00,55,4,0,0,1,2013-02-18 15:38:07,0
117847,2013-02-14 17:59:21,3,17:00:00,46,39,0,0,1,2013-02-14 18:10:53,0
265664,2013-04-10 18:18:47,2,18:00:00,35,51,1,1,0,,0
22680,2013-01-18 15:29:31,4,15:00:00,34,52,0,0,1,2013-01-18 15:36:24,0
63979,2013-05-11 01:21:09,5,01:00:00,50,16,0,0,0,,0
258931,2013-01-04 10:15:03,4,10:00:00,29,16,0,0,0,,0
241231,2012-12-05 00:14:42,2,00:00:00,36,16,0,1,0,,1
172239,2013-02-25 02:18:02,0,02:00:00,46,7,0,0,0,,0
119493,2013-06-20 01:39:32,3,01:00:00,18,22,0,0,1,2013-06-20 01:41:51,0
299869,2013-04-06 01:50:56,5,01:00:00,20,14,0,0,1,2013-04-06 01:51:49,0
225569,2013-02-22 16:20:07,4,16:00:00,31,11,0,0,0,,1
241009,2013-05-10 17:20:19,4,17:00:00,26,21,0,0,1,2013-05-10 17:24:15,0
122343,2013-04-29 14:29:43,0,14:00:00,63,19,0,0,1,2013-04-29 14:36:25,0
330526,2013-03-21 15:18:25,3,15:00:00,49,3,0,0,0,,0
152429,2012-11-23 08:32:00,4,08:00:00,18,27,0,0,1,2012-11-23 08:34:08,0
349045,2013-04-07 19:09:54,6,19:00:00,44,5,0,0,0,,1
189275,2012-12-26 02:59:23,2,02:00:00,53,6,0,0,0,,1
109917,2012-12-20 06:51:54,3,06:00:00,58,3,0,0,0,,1
30444,2012-12-14 20:46:54,4,20:00:00,78,11,0,0,1,2012-12-14 20:48:07,1
153275,2013-03-23 05:20:12,5,05:00:00,22,17,0,0,1,2013-03-24 03:11:01,0
181363,2013-04-19 00:47:24,4,00:00:00,22,37,0,0,1,2013-04-19 00:48:03,0
230292,2013-03-22 23:04:01,4,23:00:00,28,12,0,1,0,,0
337486,2013-03-12 04:38:50,1,04:00:00,69,21,0,0,0,,1
70733,2013-07-07 20:10:26,6,20:00:00,38,4,0,0,0,,0
69231,2013-03-10 00:50:28,6,00:00:00,29,19,0,0,1,2013-03-11 02:25:49,1
337489,2013-02-28 01:46:57,3,01:00:00,37,12,0,0,1,2013-02-28 01:51:07,1
10343,2013-05-02 20:26:33,3,20:00:00,33,20,0,0,1,2013-06-24 00:32:45,0
263414,2013-05-09 14:56:08,3,14:00:00,36,22,0,0,1,2013-05-09 15:20:23,0
185084,2013-06-18 16:40:46,1,16:00:00,21,6,0,0,0,,0
205985,2013-05-12 21:54:11,6,21:00:00,42,5,0,0,1,2013-05-20 12:44:01,0
102049,2013-06-22 01:35:47,5,01:00:00,35,33,0,1,1,2013-06-22 01:36:59,1
125745,2013-01-02 01:44:38,2,01:00:00,29,70,0,0,1,2013-01-02 01:56:54,0
195468,2013-05-20 04:07:54,0,04:00:00,24,12,1,1,1,2013-06-01 01:16:38,0
127388,2013-05-10 20:35:00,4,20:00:00,41,25,0,0,0,,1
309046,2012-12-22 14:26:28,5,14:00:00,56,18,0,0,1,2012-12-22 14:29:33,0
158444,2013-05-01 14:28:31,2,14:00:00,49,17,1,0,1,2013-05-04 18:22:27,1
50811,2013-03-14 22:26:44,3,22:00:00,17,10,0,0,1,2013-03-14 23:43:48,1
1489,2013-01-20 03:17:03,6,03:00:00,34,21,0,1,1,2013-01-20 03:44:05,0
83956,2013-03-02 15:12:53,5,15:00:00,22,49,0,0,1,2013-03-02 15:26:03,0
285846,2013-03-18 15:46:48,0,15:00:00,25,8,0,0,0,,1
328472,2012-12-30 19:47:18,6,19:00:00,42,4,0,0,0,,0
316390,2012-12-29 04:53:42,5,04:00:00,31,56,0,0,1,2012-12-29 04:56:47,0
1948,2013-02-20 19:40:24,2,19:00:00,27,25,0,1,1,2013-02-20 19:41:35,0
65138,2013-04-11 07:32:03,3,07:00:00,20,7,0,0,1,2013-04-11 22:28:03,1
333091,2013-05-24 17:29:13,4,17:00:00,24,7,0,0,0,,0
163567,2013-04-12 10:06:25,4,10:00:00,28,22,1,0,1,2013-04-12 10:07:56,0
328096,2013-07-06 23:38:13,5,23:00:00,26,4,0,1,0,,0
88136,2013-02-18 13:41:13,0,13:00:00,41,19,0,1,1,2013-03-11 04:21:48,0
121163,2013-02-15 04:26:13,4,04:00:00,32,8,0,0,1,2013-04-13 04:01:52,0
321807,2012-12-17 00:02:08,0,00:00:00,22,12,0,0,0,,0
42403,2013-05-11 14:22:17,5,14:00:00,32,10,0,0,1,2013-05-11 17:06:09,0
333467,2013-07-02 10:30:43,1,10:00:00,28,58,0,1,1,2013-07-02 10:38:18,0
341440,2013-05-30 17:15:26,3,17:00:00,19,20,0,0,0,,0
137569,2013-01-11 00:41:52,4,00:00:00,35,9,0,1,1,2013-01-11 02:25:38,0
197834,2013-01-07 18:03:56,0,18:00:00,50,7,0,0,1,2013-01-26 17:06:12,0
300097,2013-06-03 08:35:18,0,08:00:00,20,36,0,0,1,2013-06-03 08:40:06,0
135104,2012-12-11 12:29:57,1,12:00:00,34,9,0,0,0,,0
12581,2013-04-06 18:51:44,5,18:00:00,35,18,0,0,1,2013-04-06 19:02:29,1
305748,2013-06-25 00:34:02,1,00:00:00,24,29,0,0,1,2013-06-25 00:37:20,0
68858,2013-01-29 23:53:49,1,23:00:00,29,22,0,0,1,2013-01-29 23:57:39,0
131250,2013-04-17 18:58:38,2,18:00:00,46,15,0,0,1,2013-04-17 19:00:29,0
290327,2012-12-27 22:11:15,3,22:00:00,17,63,0,0,1,2012-12-27 22:31:39,0
120977,2013-02-10 00:45:36,6,00:00:00,63,37,0,0,1,2013-02-10 00:50:21,0
261933,2013-03-12 20:47:48,1,20:00:00,33,17,0,0,1,2013-03-12 20:51:32,1
260881,2013-01-22 14:44:20,1,14:00:00,24,16,0,0,0,,0
155551,2013-03-21 02:20:53,3,02:00:00,29,34,0,0,1,2013-03-21 02:23:52,0
146999,2013-05-07 00:17:31,1,00:00:00,60,13,1,0,1,2013-05-07 00:18:59,0
322705,2013-04-12 23:24:04,4,23:00:00,30,18,0,0,0,,0
220127,2013-02-25 16:44:00,0,16:00:00,26,17,0,0,1,2013-02-25 16:49:22,0
242380,2013-06-14 05:04:36,4,05:00:00,30,8,0,0,1,2013-06-17 15:23:11,0
200046,2013-06-09 21:44:50,6,21:00:00,28,4,0,0,0,,0
262156,2013-02-18 20:41:52,0,20:00:00,37,30,0,0,1,2013-02-18 20:50:11,0
131433,2013-07-07 23:02:52,6,23:00:00,42,8,0,0,0,,0
59085,2013-04-27 02:27:09,5,02:00:00,42,29,0,0,1,2013-04-27 02:28:45,0
347227,2013-07-05 03:29:02,4,03:00:00,34,13,0,0,0,,1
37271,2013-05-27 18:06:53,0,18:00:00,46,30,1,0,1,2013-05-27 18:09:56,0
335224,2013-06-27 22:22:29,3,22:00:00,38,4,0,1,0,,1
88532,2013-04-26 03:54:12,4,03:00:00,24,15,0,0,0,,0
240762,2012-12-26 00:46:55,2,00:00:00,51,14,0,0,0,,0
134302,2012-11-28 21:39:24,2,21:00:00,33,4,0,0,0,,0
23204,2013-06-04 10:55:10,1,10:00:00,22,9,0,0,0,,0
195966,2013-06-14 21:50:40,4,21:00:00,38,14,0,1,0,,0
372430,2012-12-17 01:29:00,0,01:00:00,33,8,0,0,1,2013-05-09 20:36:16,1
54742,2013-02-16 15:15:32,5,15:00:00,18,14,0,1,1,2013-02-16 15:17:38,0
49416,2013-05-24 21:22:30,4,21:00:00,48,5,0,0,0,,1
229527,2013-05-10 19:50:23,4,19:00:00,34,9,0,0,1,2013-05-10 19:51:33,0
247417,2013-05-31 03:52:48,4,03:00:00,21,18,0,0,0,,0
33072,2013-07-02 12:01:52,1,12:00:00,24,33,0,0,1,2013-07-02 12:25:45,0
